AL182012,              SANDY,     45,
20121028, 0600,  , HU, 31.3N,  73.9W,  65,  959,  450,  300,  300,  270,    0,  180,  180,  210,    0,    0,  150,  180,
20121028, 1200,  , HU, 32.0N,  73.0W,  65,  954,  450,  300,  300,  270,    0,  150,  200,  210,    0,    0,  150,  180,
20121028, 1800,  , HU, 32.8N,  72.0W,  65,  952,  450,  300,  350,  270,    0,  150,  200,  210,    0,    0,  150,  180,
20121029, 0000,  , HU, 33.9N,  71.0W,  70,  950,  450,  300,  400,  270,  150,  150,  200,  200,    0,    0,  150,    0,
20121029, 0600,  , HU, 35.3N,  70.5W,  80,  947,  420,  360,  450,  270,  150,  150,  200,  180,    0,    0,  150,    0,
20121029, 1200,  , HU, 36.9N,  71.0W,  85,  945,  420,  420,  400,  270,  200,  150,  200,  180,    0,   70,  120,    0,
20121029, 1800,  , HU, 38.3N,  73.2W,  80,  940,  420,  420,  400,  420,  220,  150,  200,  150,  180,   80,  120,    0,
20121029, 2100, S, EX, 38.8N,  74.0W,  75,  943,  420,  420,  400,  420,  220,  150,  200,  150,  180,   80,  120,    0,
20121029, 2330, L, EX, 39.4N,  74.4W,  70,  945,  460,  370,  400,  490,  180,  150,   80,   50,   70,   80,   60,    0,
20121030, 0000,  , EX, 39.5N,  74.5W,  70,  946,  460,  370,  400,  490,  150,  150,   80,   50,   65,    0,    0,    0,
20121030, 0600,  , EX, 39.9N,  76.2W,  55,  960,  450,  400,  160,  530,  150,  150,   30,   30,    0,    0,    0,    0,
20121030, 1200,  , EX, 40.1N,  77.8W,  50,  978,  450,  490,    0,  500,    0,    0,    0,  260,    0,    0,    0,    0,
20121030, 1800,  , EX, 40.4N,  78.9W,  40,  986,    0,  530,    0,  430,    0,    0,    0,    0,    0,    0,    0,    0,
20121031, 0000,  , EX, 40.7N,  79.8W,  35,  992,    0,    0,    0,  410,    0,    0,    0,    0,    0,    0,    0,    0,
20121031, 0600,  , EX, 41.1N,  80.3W,  35,  993,    0,    0,    0,  380,    0,    0,    0,    0,    0,    0,    0,    0,
20121031, 1200,  , EX, 41.5N,  80.7W,  30,  995,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,
